name,dong,address,lat,lng,geo,theme,programs,phone,merchant_no
"쓰리포(3 4)","금성동","전남 나주시 금성동","35.031026","126.717477","dong","기성복점","고유가 피해지원금","054)541-4914","97305709"
"마드린에프","금성동","전남 나주시 금성동","35.027908","126.715595","dong","일반음식점 기타","고유가 피해지원금","062)463-3090","109320471"
"일루와","금성동","전남 나주시 금성동","35.028946","126.719124","dong","한식","고유가 피해지원금","061)335-0150","111866392"
"(주)이지스터디","금성동","전라남도 나주시 나주로 133 3층","35.030643","126.716989","naver","문리계학원","고유가 피해지원금","061)9307-1710","114953559"
"더헤어(THE HAIR)","금성동","전라남도 나주시 나주로 135 더헤어","35.030864","126.717036","naver","미용원","고유가 피해지원금","","90511254"
"한려축산","금성동","전라남도 나주시 대호길 8 SPAR할인마트","35.036673","126.718643","naver","정육점","고유가 피해지원금","061)332-6620","33304018"
"원광한의원","금성동","전라남도 나주시 나주로 137-2 소주천국","35.031037","126.717001","naver","일반.치과.한의원","고유가 피해지원금","061)334-8483","11889044"
"나나머리방","금성동","전라남도 나주시 나주로 139","35.031125","126.717001","naver","미용원","고유가 피해지원금","061)333-9844","105009356"
"목포왕꽈배기","금성동","전라남도 나주시 나주로 141","35.03126","126.7169","naver","제과점/아이스크림점","고유가 피해지원금","061)332-8268","73433623"
"현대화랑표구사","금성동","전라남도 나주시 중앙동 121-3","35.031445","126.718103","naver","표구사","고유가 피해지원금","061)334-0883","62546716"
"알리바이(나주점)","금성동","전라남도 나주시 나주로 142","35.031326","126.717145","naver","비디오 및 도서대여점","고유가 피해지원금","061)334-7179","23793526"
"다이소나주송월점","금성동","전라남도 나주시 남고문로 42","35.028116","126.715721","naver","일반잡화판매점","고유가 피해지원금","061)333-5222","77900158"
"이삭토스트","금성동","전라남도 나주시 남고문로 44","35.028105","126.715657","naver","휴게음식점","고유가 피해지원금","061)333-4222","79957147"
"(주) 보림","금성동","전라남도 나주시 토계길 40","35.017665","126.7233","naver","기타 의류","고유가 피해지원금","061)333-2947","57159694"
"메가혼밥 나주점","금성동","전남 나주시 금성동","35.028171","126.715167","dong","한식","고유가 피해지원금","061)333-8289","116996369"
"일미리금계찜닭and아구찜","금성동","전남 나주시 금성동","35.028459","126.719258","dong","한식","고유가 피해지원금","061)337-8289","114262023"
"현우카센타","금성동","전라남도 나주시 남고문로 38","35.028069","126.715082","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)334-8600","81841853"
"원(ONE)세차and광택","금성동","전남 나주시 금성동","35.02692","126.716678","dong","세차장","고유가 피해지원금","061)332-2244","119538721"
"자연","금천면","전라남도 나주시 공산면","34.937389","126.582466","naver","자동판매기 운영업","고유가 피해지원금","","49069587"
"바이25빛가람점","금천면","전라남도 나주시 그린로 274 빛가람엘에이치4단지아파트 상가동","35.011055","126.79592","naver","슈퍼마켓","고유가 피해지원금","","89874835"
"서울치과의원","금천면","전라남도 나주시 빛가람로 747","35.021598","126.793717","naver","일반.치과.한의원","고유가 피해지원금","061)333-2877","74373545"
"스포츠 존","금천면","전라남도 나주시 금천면 영산로 5846","35.03406","126.767625","naver","스포츠용품점","고유가 피해지원금|온누리","070)4150-8848","30211614"
"그린언약","금천면","전라남도 나주시 금천면 솔안길 92 1층","35.00409","126.790469","naver","기타 레저업소","고유가 피해지원금","","118105293"
"황제농장","금천면","전라남도 나주시 황동3길 66 1층 108호","35.012791","126.775186","naver","농.수.축산물점","고유가 피해지원금","","96033269"
"신성유통","금천면","전라남도 나주시 금천면 광탄길 14","35.036719","126.752323","naver","기타 식품","고유가 피해지원금","","113471305"
"금천휴게소","금천면","전라남도 나주시 금천면 영산로 5978","35.036947","126.781584","naver","일반잡화판매점","고유가 피해지원금","061)332-5352","88534738"
"백억 모싯잎 송편","금천면","전라남도 나주시 금천면 영산로 5978","35.037019","126.78165","naver","기타 식품","고유가 피해지원금","061)336-8788","109749561"
"현대가스","금천면","전라남도 나주시 금천면 영산로 5974","35.036766","126.781162","naver","가스판매점","고유가 피해지원금","061)337-5557","117342526"
"현대가스설비","금천면","전남 나주시 금천면","35.036098","126.753061","dong","기계류 건축설비","고유가 피해지원금","061)337-5557","73964472"
"씨유(CU)나주금천로드점","금천면","전라남도 나주시 금천면 영산로 5970 (석전리)","35.03648","126.780716","naver","편의점","고유가 피해지원금","02)1577-8007","112599429"
"빛가람 꽃 식물원","금천면","전라남도 나주시 금천면 석전리 118-1","35.036144","126.779963","naver","화원","고유가 피해지원금","061)336-1919","44164385"
"삼성종합철물","금천면","전라남도 나주시 금천면","35.036655","126.779338","naver","기타운송기구판매점","고유가 피해지원금","061)337-9200","22930751"
"(주)코만코리아","금천면","전라남도 나주시 금천면 영산로 5953","35.0365","126.778872","naver","스포츠용품점","고유가 피해지원금","062)955-7874","31588698"
"용산중기","금천면","전라남도 나주시","34.999659","126.718772","naver","기계 및 장비임대업","고유가 피해지원금","061)334-4570","89050183"
"이화월백하고","금천면","전라남도 나주시 금천면 천석길 115","35.024882","126.771335","naver","한식","고유가 피해지원금","","90668949"
"세정태권도","금천면","전라남도 나주시 금천면 천석길 35","35.031813","126.773605","naver","예체능계학원","고유가 피해지원금","062)336-7730","114252769"
"아이스크림시안","금천면","전남 나주시 금천면","35.036391","126.752556","dong","기타 식품","고유가 피해지원금","","122251880"
"에어테크(Air Tech)","금천면","전남 나주시 금천면","35.033441","126.751554","dong","기타 수리서비스","고유가 피해지원금","","109539809"
"바른고기 정육점","금천면","전라남도 나주시 금천면 천석길 35 127동 209호","35.031949","126.773463","naver","정육점","고유가 피해지원금","062)374-4993","107954212"
"총알택시 프러스퀵","금천면","전남 나주시 금천면","35.035723","126.751211","dong","용역서비스업","고유가 피해지원금","","112245526"
"지에스25 나주하늘채점","금천면","전라남도 나주시 금천면 천석길 35 상가 127동 201호","35.031473","126.771914","naver","편의점","고유가 피해지원금","","111283983"
"고와(GOWA)","금천면","전라남도 나주시 금천면 천석길 30","35.03161","126.771194","naver","피부미용원","고유가 피해지원금","","121679077"
"남도의아침","금천면","전남 나주시 금천면","35.034187","126.750918","dong","농.수.축산물점","고유가 피해지원금","","115681104"
"지에스25 나주코오롱점","금천면","전라남도 나주시 금천면 천석길 35 상가B동 101호, 102호","35.031459","126.771904","naver","편의점","고유가 피해지원금","","109334143"
"대박청과","금천면","전남 나주시 금천면","35.036434","126.751921","dong","농.수.축산물점","고유가 피해지원금","","116869618"
"아리아음악교습소","금천면","전라남도 나주시 금천면 천석길 35 코오롱하늘채아파트 후문상가 2층","35.033091","126.774021","naver","예체능계학원","고유가 피해지원금","","114417659"
"깻잎치킨 코오롱점","금천면","전라남도 나주시 금천면 천석길 35 상가 129동 107, 108호","35.030719","126.771642","naver","일반음식점 기타","고유가 피해지원금","061)333-9929","118470056"
"선미포차","금천면","전라남도 나주시 금천면 천석길 35 상가 129동 104호 선미포차","35.030776","126.771698","naver","일반주점","고유가 피해지원금","","109294960"
"새움","금천면","전라남도 나주시 그린로 321 301호","35.015242","126.794938","naver","문방구점","고유가 피해지원금","","121941098"
"(주)신세기에이티","금천면","전라남도 나주시 금천면 촌곡길 4-15 1층","35.03695","126.776092","naver","보관 및 창고업","고유가 피해지원금","061)333-8194","112160539"
"대덕상사","금천면","전라남도 나주시 금천면 영산로 5611 1층","35.035876","126.742302","naver","농어업용품","고유가 피해지원금","061)337-8080","73310256"
"금천석재","금천면","전라남도 나주시 금천면 영산로 5881","35.035094","126.77138","naver","건축자재","고유가 피해지원금","061)331-6587","91622481"
"효사랑병원매점","금천면","전라남도 나주시 금천면 촌곡리 41","35.036158","126.771336","naver","일반잡화판매점","고유가 피해지원금","061)330-1700","76197580"
"효사랑요양병원 장례식장","금천면","전라남도 나주시 성북동","35.035064","126.71941","naver","장의서비스/제수용품","고유가 피해지원금","061)332-4454","120191955"
"혁신나주농원","금천면","전라남도 나주시 금천면 영산로 5871","35.034886","126.770364","naver","화원","고유가 피해지원금","","109687029"
"월산농산","금천면","전남 나주시 금천면","35.034544","126.750586","dong","농.수.축산물점","고유가 피해지원금","","85287079"
